trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status,stage,environment,parameter,value,setting,algorithm_key,canonical_algorithm,dga_iterations,comm_label,target_count_condition,scenario_generation_seed,scenario_sha256,out_dir,run_id
0,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,74.31271490417176,74.31271490417176,12,12,12,163,43,128,39,9,1,1,0,0.0,0,394,0,1068,2532,669,165,903,332,736,0.24722838137472283,53.4,36.8,acbba_entry:736;collision_intent:165;state:167,0.2250000000000001,0.0546875,98,137.5981,4.7605,112.0615,4.3662,98,25.5366,0.4485,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
1,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,56.888364186681954,56.888364186681954,6,6,6,117,33,103,18,5,0,0,0,0.0,0,314,0,682,1614,430,119,563,240,442,0.2548903378778897,34.1,22.1,acbba_entry:442;collision_intent:119;state:121,0.2250000000000001,0.09951456310679618,107,111.4487,5.2749,85.0735,4.8988,107,26.3752,0.4114,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
2,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,54.25500216688844,54.25500216688844,2,2,2,122,32,116,10,7,0,0,0,0.0,0,289,0,761,1808,473,127,634,253,508,0.24894736842105264,38.05,25.4,acbba_entry:508;collision_intent:127;state:126,0.2250000000000001,0.06465517241379315,74,108.8031,4.5907,89.288,4.2136,74,19.5151,0.4477,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
3,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,58.31999662554589,58.31999662554589,5,5,5,129,34,118,15,11,0,0,0,0.0,0,310,0,841,1998,522,130,711,263,578,0.24507042253521127,42.05,28.9,acbba_entry:578;collision_intent:130;state:133,0.125,0.0805084745762712,86,132.9516,4.8114,108.9799,4.4393,86,23.9717,0.3876,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
4,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,60.66192041924229,60.66192041924229,4,4,4,137,35,127,14,16,0,0,0,0.0,0,317,0,1001,2326,674,137,864,278,723,0.26033217458478175,50.05,36.15,acbba_entry:723;collision_intent:137;state:141,0.07499999999999996,0.03740157480314954,78,160.3104,4.7304,137.9396,4.3756,78,22.3708,0.4174,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
5,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,50.77101434976279,50.77101434976279,3,3,3,109,30,102,11,9,1,1,0,0.0,0,277,0,816,1882,563,113,703,226,590,0.26733143399810066,40.8,29.5,acbba_entry:590;collision_intent:113;state:113,0.2749999999999999,0.03921568627450989,88,152.2422,5.4402,130.2852,5.0175,88,21.957,0.4227,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
6,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,97.26258596398563,97.26258596398563,10,10,10,181,56,152,33,18,6,3,1,5.0,1,550,0,1213,2856,781,186,1027,371,842,0.2536537836960052,60.65,42.1,acbba_entry:842;collision_intent:186;state:185,0.19999999999999996,0.08881578947368429,223,145.8,4.6749,102.4523,4.3193,223,43.3477,0.3556,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
7,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,69.27720505560167,69.27720505560167,5,5,5,145,40,125,24,19,0,0,0,0.0,0,373,0,987,2350,608,154,833,303,684,0.24358974358974358,49.35,34.2,acbba_entry:684;collision_intent:154;state:149,0.30000000000000004,0.08200000000000007,123,165.2569,5.47,133.0952,5.0553,123,32.1617,0.5284,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
8,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,68.83980508059929,68.83980508059929,12,12,12,145,40,115,34,8,0,0,0,0.0,0,370,0,964,2267,623,147,817,296,668,0.25438954675377706,48.2,33.4,acbba_entry:668;collision_intent:147;state:149,0.30000000000000004,0.14130434782608692,113,190.5632,5.2669,158.85,4.923,113,31.7132,0.4114,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
9,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,63.60566115836986,63.60566115836986,7,7,7,146,37,118,32,10,1,1,0,0.0,0,334,0,1025,2385,687,147,878,297,728,0.2611174458380844,51.25,36.4,acbba_entry:728;collision_intent:147;state:150,0.25,0.1694915254237288,77,158.9476,4.5649,135.9519,4.2015,77,22.9957,0.4611,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
10,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,79.99565497695366,79.99565497695366,10,10,10,163,46,140,27,6,0,0,0,0.0,0,433,0,962,2295,590,166,796,333,629,0.24717218265605362,48.1,31.45,acbba_entry:629;collision_intent:166;state:167,0.125,0.03928571428571437,148,133.7712,3.4581,99.8685,3.1832,148,33.9027,0.582,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
11,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,86.28003091373091,86.28003091373091,9,9,9,184,50,151,37,27,1,1,0,0.0,0,459,0,1202,2828,775,187,1015,375,827,0.25476660092044706,60.1,41.35,acbba_entry:827;collision_intent:187;state:188,0.32499999999999996,0.10099337748344372,124,154.2111,4.7464,123.5222,4.3966,124,30.6889,0.4184,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
12,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,55.64355445925259,55.64355445925259,3,3,3,127,32,123,8,7,0,0,0,0.0,0,292,0,750,1787,457,127,623,258,492,0.24530327428878154,37.5,24.6,acbba_entry:492;collision_intent:127;state:131,0.19999999999999996,0.03861788617886175,64,140.7423,6.2519,120.0854,5.7108,64,20.6569,0.5411,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
13,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,61.75213099999708,61.75213099999708,6,6,6,141,36,130,15,14,0,0,0,0.0,0,316,0,1054,2463,697,142,912,287,767,0.25493782004389176,52.7,38.35,acbba_entry:767;collision_intent:142;state:145,0.19999999999999996,0.06153846153846154,81,162.7009,4.9521,138.459,4.508,81,24.2419,0.5239,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
14,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,54.592996864964455,54.592996864964455,3,3,3,122,31,117,9,8,1,1,0,0.0,0,287,0,895,2115,568,124,771,250,645,0.24578104716572913,44.75,32.25,acbba_entry:645;collision_intent:124;state:126,0.125,0.06196581196581197,73,151.9427,5.649,127.0728,5.1994,73,24.8699,0.4587,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
15,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,67.62686747827252,67.62686747827252,8,8,8,146,39,133,17,8,0,0,0,0.0,0,363,0,861,2017,561,148,713,298,563,0.2625175479644361,43.05,28.15,acbba_entry:563;collision_intent:148;state:150,0.2250000000000001,0.02819548872180455,99,182.0573,6.1478,149.3494,5.6632,99,32.7079,0.4846,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
16,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,82.46530014590402,82.46530014590402,10,10,10,188,48,155,37,8,0,0,0,0.0,0,421,0,1037,2525,584,188,849,380,657,0.2294695481335953,51.85,32.85,acbba_entry:657;collision_intent:188;state:192,0.2749999999999999,0.0532258064516129,71,143.5892,5.3452,121.8862,4.9792,71,21.703,0.4293,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
17,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,86.1528424295649,86.1528424295649,10,10,10,180,49,154,30,14,4,2,1,5.0,1,467,0,1213,2795,841,189,1024,373,840,0.2739413680781759,60.65,42.0,acbba_entry:840;collision_intent:189;state:184,0.3999999999999999,0.051948051948051965,136,217.4597,5.5708,177.2564,5.1413,136,40.2033,0.4783,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
18,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,89.64235518666281,89.64235518666281,10,10,10,177,52,154,27,24,7,5,1,5.0,1,497,0,1121,2658,695,184,937,365,756,0.2478601997146933,56.05,37.8,acbba_entry:756;collision_intent:184;state:181,0.25,0.04220779220779214,170,211.201,5.6114,162.4106,5.1845,170,48.7904,0.5339,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
19,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,48.72432646181167,48.72432646181167,3,3,3,109,28,106,7,15,0,0,0,0.0,0,258,0,831,1920,570,110,721,223,608,0.2638888888888889,41.55,30.4,acbba_entry:608;collision_intent:110;state:113,0.17500000000000004,0.04245283018867929,72,144.477,4.7783,122.061,4.3539,72,22.416,0.4244,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
20,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,71.25653707294852,71.25653707294852,7,7,7,150,41,122,32,14,4,2,1,5.0,1,386,0,1014,2370,670,157,857,311,703,0.2608018684312962,50.7,35.15,acbba_entry:703;collision_intent:157;state:154,0.125,0.07786885245901631,117,159.1229,5.019,128.1221,4.6259,117,31.0008,0.4305,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
21,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,79.76741438062052,79.76741438062052,8,8,8,159,46,143,20,10,0,0,0,0.0,0,436,0,907,2147,571,163,744,326,581,0.25616868550919697,45.35,29.05,acbba_entry:581;collision_intent:163;state:163,0.125,0.0472027972027973,151,158.061,4.8686,118.1171,4.4532,151,39.9439,0.4154,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
22,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,70.687544622214,70.687544622214,7,7,7,153,41,131,26,4,0,0,0,0.0,0,374,0,862,2087,496,154,708,311,551,0.23385195662423386,43.1,27.55,acbba_entry:551;collision_intent:154;state:157,0.25,0.08587786259541974,96,133.9208,5.6957,104.8538,5.2157,96,29.067,0.4922,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
23,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,76.80176409292876,76.80176409292876,10,10,10,174,44,145,33,20,2,1,1,5.0,1,396,0,1110,2593,733,178,932,356,754,0.2625358166189112,55.5,37.7,acbba_entry:754;collision_intent:178;state:178,0.1499999999999999,0.07758620689655182,81,174.2388,5.8836,148.7592,5.4137,81,25.4796,0.4849,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
24,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,20,targets_20_acbba_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,63.237738787123384,63.237738787123384,5,5,5,144,37,125,23,20,4,2,1,5.0,1,329,0,1166,2776,720,148,1018,296,870,0.23591087811271297,58.3,43.5,acbba_entry:870;collision_intent:148;state:148,0.17500000000000004,0.09800000000000009,86,161.3348,4.3432,136.29,3.9655,86,25.0448,0.3952,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/bernoulli/targets_20_acbba_h5_bernoulli_025,targets_20_acbba_h5_bernoulli_025
0,known_visit,ACBBA,ideal,1.0,19,361,4,20,targets_20_acbba_h5_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,46.30410490131689,46.30410490131689,0,0,0,98,27,102,0,16,2,2,0,0.0,0,251,0,929,2784,0,110,819,212,717,0.0,46.45,35.85,acbba_entry:717;collision_intent:110;state:102,0.07499999999999996,0.02941176470588225,102,137.8268,4.9734,113.3332,4.6046,102,24.4936,0.3781,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/ideal/targets_20_acbba_h5_ideal,targets_20_acbba_h5_ideal
1,known_visit,ACBBA,ideal,1.0,19,361,4,20,targets_20_acbba_h5_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,60.741144866370426,60.741144866370426,0,0,0,77,35,79,2,5,0,0,0,0.0,0,391,0,604,1809,0,80,524,161,443,0.0,30.2,22.15,acbba_entry:443;collision_intent:80;state:81,0.19999999999999996,0.24367088607594933,266,159.2968,4.7085,100.1639,4.3561,266,59.1329,0.385,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/ideal/targets_20_acbba_h5_ideal,targets_20_acbba_h5_ideal
2,known_visit,ACBBA,ideal,1.0,19,361,4,20,targets_20_acbba_h5_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,49.879909218751756,49.879909218751756,0,0,0,94,29,97,1,14,0,0,0,0.0,0,281,0,752,2253,0,101,651,199,553,0.0,37.6,27.65,acbba_entry:553;collision_intent:101;state:98,0.10000000000000009,0.10567010309278357,130,135.7113,3.5981,103.2552,3.3307,130,32.4561,0.4069,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/ideal/targets_20_acbba_h5_ideal,targets_20_acbba_h5_ideal
3,known_visit,ACBBA,ideal,1.0,19,361,4,20,targets_20_acbba_h5_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,61.59963601379052,61.59963601379052,0,0,0,85,36,89,0,1,0,0,0,0.0,0,387,0,505,1512,0,89,416,178,327,0.0,25.25,16.35,acbba_entry:327;collision_intent:89;state:89,0.10000000000000009,0.2275280898876404,244,163.6798,4.7759,106.9592,4.3848,244,56.7206,0.404,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/ideal/targets_20_acbba_h5_ideal,targets_20_acbba_h5_ideal
4,known_visit,ACBBA,ideal,1.0,19,361,4,20,targets_20_acbba_h5_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,61.75411414656596,61.75411414656596,0,0,0,95,32,99,0,5,2,2,0,0.0,0,383,0,721,2160,0,102,619,201,520,0.0,36.05,26.0,acbba_entry:520;collision_intent:102;state:99,0.1499999999999999,0.10858585858585856,217,175.9359,5.1425,124.7559,4.7759,217,51.18,0.4577,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/ideal/targets_20_acbba_h5_ideal,targets_20_acbba_h5_ideal
5,known_visit,ACBBA,ideal,1.0,19,361,4,20,targets_20_acbba_h5_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,59.97391568979491,59.97391568979491,0,0,0,105,34,104,5,9,3,2,1,5.0,1,354,0,845,2532,0,113,732,222,623,0.0,42.25,31.15,acbba_entry:623;collision_intent:113;state:109,0.2749999999999999,0.15384615384615374,169,169.4258,4.8526,129.0803,4.5043,169,40.3455,0.403,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/ideal/targets_20_acbba_h5_ideal,targets_20_acbba_h5_ideal
6,known_visit,ACBBA,ideal,1.0,19,361,4,20,targets_20_acbba_h5_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,61.08902540850455,61.08902540850455,0,0,0,102,35,106,0,7,2,2,0,0.0,0,366,0,690,2067,0,108,582,214,476,0.0,34.5,23.8,acbba_entry:476;collision_intent:108;state:106,0.2250000000000001,0.14622641509433953,188,155.7676,5.7204,108.6696,5.2901,188,47.098,0.4449,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,acbba,ACBBA,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h5/ideal/targets_20_acbba_h5_ideal,targets_20_acbba_h5_ideal
