trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(10,12);(15,17);(16,5);(18,18);(2,11)",5,True,43.99422790216147,43.99422790216147,00:0;01:1;02:4;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,0);(16,5);(18,18);(0,18)",297,0,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(6,10);(3,16);(7,16);(10,1);(0,8)",5,True,17.270474563783885,17.270474563783885,00:1;01:1;02:1;03:2,"(0,0);(0,6);(0,12);(0,18)","(10,1);(0,8);(6,10);(7,16)",105,0,completed
2,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(11,5);(9,8);(7,14);(2,13);(6,6)",5,True,26.81421777118404,26.81421777118404,00:0;01:3;02:2;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,0);(11,5);(7,14);(1,18)",184,0,completed
3,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(17,11);(3,15);(1,18);(7,6);(1,16)",5,True,36.36281205906984,36.36281205906984,00:0;01:2;02:0;03:3,"(0,0);(0,6);(0,12);(0,18)","(0,0);(17,11);(1,12);(3,15)",255,0,completed
4,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(16,4);(18,8);(10,9);(18,7);(0,7)",5,True,43.45825412579637,43.45825412579637,00:3;01:1;02:1;03:0,"(0,0);(0,6);(0,12);(0,18)","(18,8);(9,9);(10,9);(0,17)",283,0,completed
5,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(6,13);(13,10);(17,11);(4,4);(3,2)",5,True,37.11580289025219,37.11580289025219,00:2;01:0;02:3;03:0,"(0,0);(0,6);(0,12);(0,18)","(4,4);(1,6);(17,11);(0,18)",260,0,completed
6,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(5,3);(0,2);(18,10);(4,4);(15,5)",5,True,50.97524676106208,50.97524676106208,00:1;01:2;02:2;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,3);(5,3);(15,5);(0,18)",361,0,completed
7,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(3,12);(12,6);(11,9);(18,10);(18,11)",5,True,53.93244210334835,53.93244210334835,00:0;01:4;02:1;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,0);(11,9);(3,12);(1,18)",386,0,completed
8,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(1,9);(5,12);(12,11);(12,3);(8,6)",5,True,49.873774922285314,49.873774922285314,00:0;01:4;02:1;03:0,"(0,0);(0,6);(0,12);(0,18)","(1,0);(12,11);(5,12);(0,18)",352,0,completed
9,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(11,11);(5,17);(9,14);(0,2);(15,0)",5,True,31.452826179419997,31.452826179419997,00:2;01:0;02:0;03:3,"(0,0);(0,6);(0,12);(0,18)","(15,0);(0,6);(0,11);(11,11)",205,0,completed
10,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(4,6);(17,7);(6,4);(2,9);(5,2)",5,True,51.027615636349694,51.027615636349694,00:0;01:4;02:1;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,0);(17,7);(2,9);(0,18)",365,0,completed
11,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(2,12);(0,8);(5,10);(2,1);(18,8)",5,True,36.361095550973914,36.361095550973914,00:1;01:1;02:3;03:0,"(0,0);(0,6);(0,12);(0,18)","(2,1);(0,8);(18,8);(1,18)",259,0,completed
12,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(16,3);(2,14);(18,11);(0,2);(3,2)",5,True,55.67360223923606,55.67360223923606,00:2;01:0;02:3;03:0,"(0,0);(0,6);(0,12);(0,18)","(3,2);(0,6);(16,3);(1,18)",399,0,completed
13,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(0,8);(16,15);(6,9);(3,2);(8,8)",5,True,45.782913777056685,45.782913777056685,00:1;01:1;02:3;03:0,"(0,0);(0,6);(0,12);(0,18)","(3,2);(5,7);(16,15);(0,18)",315,0,completed
14,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(13,10);(10,18);(17,7);(16,7);(16,5)",5,True,35.686798465283395,35.686798465283395,00:0;01:3;02:0;03:2,"(0,0);(0,6);(0,12);(0,18)","(0,0);(16,7);(0,12);(13,10)",233,0,completed
15,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(6,10);(15,0);(6,6);(16,9);(17,18)",5,True,59.07148446094352,59.07148446094352,00:3;01:2;02:0;03:0,"(0,0);(0,6);(0,12);(0,18)","(17,18);(6,10);(0,12);(6,18)",406,0,completed
16,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(11,14);(11,7);(15,13);(14,16);(5,3)",5,True,41.76903234001726,41.76903234001726,00:2;01:0;02:3;03:0,"(0,0);(0,6);(0,12);(0,18)","(11,7);(0,6);(11,14);(0,18)",281,0,completed
17,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(15,11);(17,14);(6,15);(7,10);(7,2)",5,True,42.31061457788256,42.31061457788256,00:0;01:3;02:2;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,0);(17,14);(7,2);(0,18)",277,0,completed
18,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(3,2);(16,9);(5,2);(2,16);(8,2)",5,True,31.012179692615057,31.012179692615057,00:3;01:1;02:0;03:1,"(0,0);(0,6);(0,12);(0,18)","(8,2);(16,9);(0,12);(2,16)",207,0,completed
19,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(4,16);(16,18);(1,11);(13,10);(3,0)",5,True,43.28577950531106,43.28577950531106,00:1;01:0;02:3;03:1,"(0,0);(0,6);(0,12);(0,18)","(3,0);(1,6);(16,18);(4,16)",302,0,completed
20,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(12,12);(7,6);(6,17);(9,14);(17,12)",5,True,55.099776126053925,55.099776126053925,00:0;01:4;02:0;03:1,"(0,0);(0,6);(0,12);(0,18)","(0,0);(9,14);(0,12);(6,17)",392,0,completed
21,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(6,18);(8,12);(14,14);(3,16);(5,14)",5,True,26.128180209919126,26.128180209919126,00:0;01:0;02:2;03:3,"(0,0);(0,6);(0,12);(0,18)","(1,0);(0,6);(14,14);(6,18)",172,0,completed
22,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(18,8);(17,6);(18,13);(13,10);(4,14)",5,True,49.69680101463418,49.69680101463418,00:0;01:1;02:4;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,0);(13,10);(17,6);(1,18)",337,0,completed
23,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(2,16);(12,8);(8,3);(8,0);(11,15)",5,True,36.87248622698256,36.87248622698256,00:2;01:0;02:0;03:3,"(0,0);(0,6);(0,12);(0,18)","(8,3);(0,6);(0,12);(12,8)",254,0,completed
24,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,"(14,12);(7,11);(12,1);(6,17);(17,12)",5,True,42.40518862505436,42.40518862505436,00:1;01:0;02:0;03:4,"(0,0);(0,6);(0,12);(0,18)","(12,1);(0,6);(0,12);(17,12)",291,0,completed
