trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,43.99422790216147,43.99422790216147,0,0,0,43,26,47,0,0,0,0,0,0.0,0,297,0,107,318,0,44,63,91,16,0.0,21.4,3.2,collision_intent:44;hipc_clear_bundle:1;hipc_entry:15;state:47,0.6499999999999999,0.5053191489361701,214,70.3789,0.8127,37.3276,0.5497,214,33.0513,0.263,completed
1,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,17.270474563783885,17.270474563783885,0,0,0,30,11,34,0,1,0,0,0,0.0,0,105,0,83,246,0,33,50,67,16,0.0,16.6,3.2,collision_intent:33;hipc_clear_bundle:4;hipc_entry:12;state:34,0.1499999999999999,0.2058823529411764,52,19.2097,0.7961,9.8695,0.5572,52,9.3402,0.2389,completed
2,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,26.81421777118404,26.81421777118404,0,0,0,26,16,30,0,0,0,0,0,0.0,0,184,0,75,222,0,28,47,58,17,0.0,15.0,3.4,collision_intent:28;hipc_clear_bundle:2;hipc_entry:15;state:30,0.55,0.46666666666666656,136,48.7681,0.8254,24.0925,0.6219,136,24.6756,0.2887,completed
3,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,36.36281205906984,36.36281205906984,0,0,0,29,22,33,0,0,0,0,0,0.0,0,255,0,78,231,0,31,47,64,14,0.0,15.6,2.8,collision_intent:31;hipc_clear_bundle:2;hipc_entry:12;state:33,0.55,0.5378787878787878,203,40.4662,0.803,17.5428,0.5974,203,22.9234,0.2292,completed
4,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,43.45825412579637,43.45825412579637,0,0,0,52,26,56,0,1,0,0,0,0.0,0,283,0,176,525,0,55,121,111,65,0.0,35.2,13.0,collision_intent:55;hipc_clear_bundle:5;hipc_entry:60;state:56,0.44999999999999996,0.3392857142857142,203,57.7459,0.4559,30.7564,0.3034,203,26.9895,0.2224,completed
5,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,37.11580289025219,37.11580289025219,0,0,0,31,22,35,0,0,0,0,0,0.0,0,260,0,85,252,0,33,52,68,17,0.0,17.0,3.4,collision_intent:33;hipc_clear_bundle:3;hipc_entry:14;state:35,0.55,0.5214285714285714,201,48.5179,0.7116,24.127,0.5237,201,24.3909,0.2245,completed
6,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,50.97524676106208,50.97524676106208,0,0,0,39,28,43,0,1,0,0,0,0.0,0,361,0,105,312,0,42,63,85,20,0.0,21.0,4.0,collision_intent:42;hipc_clear_bundle:3;hipc_entry:17;state:43,0.3500000000000001,0.5174418604651163,286,83.321,0.7604,39.3789,0.5332,286,43.9421,0.2632,completed
7,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,53.93244210334835,53.93244210334835,0,0,0,36,32,40,0,0,0,0,0,0.0,0,386,0,94,279,0,38,56,78,16,0.0,18.8,3.2,collision_intent:38;hipc_clear_bundle:2;hipc_entry:14;state:40,0.6499999999999999,0.6125,318,115.157,0.7529,59.5794,0.5279,318,55.5776,0.311,completed
8,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,49.873774922285314,49.873774922285314,0,0,0,39,29,43,0,0,2,1,1,5.0,1,352,0,117,348,0,43,74,86,31,0.0,23.4,6.2,collision_intent:43;hipc_clear_bundle:4;hipc_entry:27;state:43,0.6499999999999999,0.5523255813953489,276,73.9591,0.7549,37.2267,0.534,276,36.7324,0.2708,completed
9,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h3_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,5,True,31.452826179419997,31.452826179419997,0,0,0,38,19,42,0,0,0,0,0,0.0,0,205,0,94,279,0,39,55,81,13,0.0,18.8,2.6,collision_intent:39;hipc_clear_bundle:1;hipc_entry:12;state:42,0.55,0.44047619047619047,132,39.2983,0.734,21.3733,0.5289,132,17.925,0.2862,completed
