trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status,stage,environment,parameter,value,setting,algorithm_key,canonical_algorithm,comm_label,target_count_condition,scenario_generation_seed,scenario_sha256,out_dir,run_id
21,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,00,1,0,0,2,0,0,0,0,0,0.0,0,0,10,4,6,75,0,51,20.4809,0.4015862745098039,0.4732,0.6386,0.6391,11.5593,0.22665294117647058,0.2353,0.4095,0.4182,51,8.9216,0.17493333333333333,0.1907,0.2518,0.3102,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
21,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,01,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,84,0,53,21.7132,0.4096830188679245,0.4002,0.6318,0.7565,12.6193,0.2381,0.2634,0.4147,0.5086,53,9.0939,0.1715830188679245,0.189,0.2468,0.2578,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
21,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,02,16,2,0,17,0,0,0,0,0,0.0,0,0,36,33,3,50,0,6,2.2548,0.37579999999999997,0.4023,0.5029,0.5029,1.2037,0.20061666666666667,0.20345,0.3112,0.3112,6,1.0511,0.17518333333333333,0.18980000000000002,0.2346,0.2346,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
21,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,03,14,3,0,15,0,0,0,0,0,0.0,0,0,39,31,8,46,0,8,2.5723,0.3215375,0.25339999999999996,0.5538,0.5538,1.3211,0.1651375,0.1031,0.3266,0.3266,8,1.2512,0.1564,0.14705000000000001,0.2272,0.2272,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
22,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,00,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,100,0,128,44.5854,0.3483234375,0.3013,0.5917,0.6321,25.1573,0.19654140625,0.1789,0.399,0.4277,128,19.4281,0.15178203125,0.1598,0.2044,0.2394,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
22,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,01,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,100,0,128,44.804,0.35003125,0.30210000000000004,0.5977,0.673,25.4401,0.19875078125,0.18180000000000002,0.4019,0.482,128,19.3639,0.15128046875,0.15965,0.2065,0.2457,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
22,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,02,37,5,0,37,1,0,0,0,0,0.0,0,0,90,75,15,12,0,5,1.4921,0.29842,0.2947,0.5199,0.5199,0.7486,0.14972000000000002,0.1238,0.3422,0.3422,5,0.7435,0.1487,0.1709,0.1875,0.1875,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
22,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,03,1,0,0,2,0,0,0,0,0,0.0,0,0,10,4,6,91,0,125,44.0776,0.35262079999999996,0.3084,0.6011,0.6766,25.0245,0.20019599999999999,0.1792,0.3982,0.4725,125,19.0531,0.1524248,0.158,0.2076,0.2201,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
23,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,00,28,4,0,29,0,0,0,0,0,0.0,0,0,67,57,10,14,0,5,1.4405000000000001,0.2881,0.2953,0.4654,0.4654,0.7287,0.14574,0.1224,0.3282,0.3282,5,0.7118,0.14236,0.1372,0.1827,0.1827,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
23,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,01,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,79,0,95,28.0062,0.29480210526315787,0.2531,0.5823,0.6177,14.4605,0.15221578947368422,0.0981,0.3909,0.44,95,13.5457,0.14258631578947367,0.1224,0.1923,0.1967,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
23,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,02,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,79,0,95,28.3146,0.2980484210526316,0.2563,0.5884,0.6146,14.5459,0.15311473684210525,0.1028,0.3964,0.4208,95,13.7687,0.14493368421052633,0.1303,0.1987,0.224,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
23,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,03,4,1,0,5,0,0,0,0,0,0.0,0,0,12,10,2,68,0,82,21.6492,0.26401463414634146,0.22755,0.4566,0.5111,10.1087,0.1232768292682927,0.09345,0.2778,0.3331,82,11.5405,0.14073780487804877,0.1192,0.1946,0.2177,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
24,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,00,13,1,0,14,0,0,0,0,0,0.0,0,0,30,28,2,62,0,43,11.4293,0.26579767441860463,0.3042,0.3607,0.4654,5.1754,0.12035813953488371,0.1348,0.1773,0.315,43,6.2539,0.14543953488372094,0.1694,0.1921,0.1982,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
24,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,01,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,91,0,85,27.4174,0.32255764705882356,0.3144,0.4671,0.5767,15.246,0.17936470588235295,0.1743,0.3154,0.4128,85,12.1714,0.14319294117647058,0.1355,0.1958,0.2349,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
24,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,02,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,91,0,85,27.0812,0.31860235294117645,0.3161,0.4261,0.4973,14.9719,0.17614,0.1763,0.2822,0.3012,85,12.1093,0.14246235294117646,0.1363,0.1875,0.2762,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
24,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h5_ideal,C:\Users\lottj\Desktop\research\decentralized benchmark\commitment-horizon-study\scenarios\known_visit_g19_t5_n25.csv,03,25,4,0,26,0,0,0,0,0,0.0,0,0,61,51,10,32,0,5,1.3968,0.27936,0.2299,0.4681,0.4681,0.7269,0.14538,0.1064,0.3276,0.3276,5,0.6698999999999999,0.13398,0.1235,0.1833,0.1833,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,hipc,HIPC,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/ideal/targets_5_hipc_h5_ideal,targets_5_hipc_h5_ideal
0,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,00,37,2,0,37,1,0,1,1,0,0.0,0,0,89,76,13,109,20,5,4.3614,0.8722799999999999,0.4117,2.1959,2.1959,2.7413,0.54826,0.2641,1.3529,1.3529,9,1.6201,0.18001111111111112,0.1894,0.2198,0.2198,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
0,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,01,15,0,1,14,2,0,8,1,2,20.0,2,0,52,33,19,145,20,80,39.939,0.4992375,0.41745,0.701,2.9815,26.2267,0.32783375000000003,0.28015,0.4514,1.9257,89,13.7123,0.15407078651685394,0.1346,0.2146,0.2458,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
0,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,02,12,2,0,13,0,1,0,0,0,0.0,0,0,33,26,7,154,29,87,37.5564,0.4316827586206896,0.3613,0.6764,1.6619,24.4624,0.28117701149425284,0.2398,0.4509,1.0201,90,13.094,0.1454888888888889,0.12845,0.2204,0.2548,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
0,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,03,18,1,0,19,0,0,0,0,0,0.0,0,0,44,38,6,146,27,72,38.3045,0.5320069444444444,0.54755,0.6691,1.5482,25.3892,0.35262777777777776,0.3587,0.449,0.9328,76,12.9153,0.16993815789473685,0.1793,0.215,0.2348,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
1,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,00,11,1,0,12,0,0,0,0,0,0.0,0,0,31,23,8,63,18,4,4.8022,1.20055,0.7539499999999999,2.7666,2.7666,3.0758,0.76895,0.4748,1.7722,1.7722,9,1.7264,0.19182222222222223,0.1918,0.2201,0.2201,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
1,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,01,3,1,0,3,1,0,0,0,0,0.0,0,0,14,8,6,81,17,27,16.9315,0.6270925925925925,0.5667,1.1472,1.5102,10.9722,0.4063777777777778,0.3737,0.5958,0.9222,31,5.9593,0.19223548387096773,0.1883,0.2053,0.2733,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
1,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,02,10,1,0,11,0,1,3,1,1,5.0,1,0,27,22,5,69,17,6,5.4569,0.9094833333333333,0.9745999999999999,1.1419,1.1419,3.4201,0.5700166666666667,0.58655,0.7324,0.7324,10,2.0368,0.20368,0.20179999999999998,0.223,0.223,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
1,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,03,9,2,0,10,0,0,0,0,0,0.0,0,0,41,20,21,60,11,7,6.6682,0.9526,0.5013,2.6586,2.6586,4.2042,0.6006,0.3201,1.6537,1.6537,13,2.464,0.18953846153846154,0.192,0.2254,0.2254,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
2,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,00,17,0,0,17,1,2,0,0,0,0.0,0,0,46,36,10,89,12,29,19.088,0.6582068965517242,0.5635,0.9027,2.8534,12.524799999999999,0.43188965517241373,0.3797,0.503,1.8081,34,6.5632,0.19303529411764705,0.18975,0.2355,0.2456,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
2,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,01,6,1,0,7,0,0,0,0,0,0.0,0,0,21,14,7,109,17,63,34.6647,0.5502333333333334,0.5196,0.5933,2.085,21.9724,0.34876825396825395,0.3316,0.3985,1.2704,67,12.6923,0.18943731343283582,0.1879,0.211,0.2754,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
2,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,02,3,1,0,4,0,0,0,0,0,0.0,0,0,17,8,9,105,26,71,38.9884,0.5491323943661972,0.5223,0.6115,2.6628,25.0113,0.35227183098591547,0.3368,0.4262,1.6685,75,13.9771,0.18636133333333332,0.1845,0.2159,0.2377,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
2,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,03,24,3,0,25,0,1,0,0,0,0.0,0,0,64,49,15,70,14,6,7.8319,1.3053166666666667,1.04985,3.1622,3.1622,4.8725,0.8120833333333333,0.6651,1.932,1.932,14,2.9594,0.2113857142857143,0.1971,0.2612,0.2612,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
3,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,00,7,0,0,8,0,0,0,0,0,0.0,0,0,24,16,8,123,21,60,30.4671,0.5077849999999999,0.46635,0.5862,2.0319,18.7308,0.31217999999999996,0.2874,0.4032,1.233,65,11.7363,0.18055846153846153,0.1809,0.2035,0.2191,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
3,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,01,21,1,1,17,5,0,0,0,0,0.0,0,0,66,44,22,82,20,12,8.9852,0.7487666666666667,0.4915,2.795,2.795,5.5692,0.4641,0.30725,1.7221,1.7221,18,3.416,0.18977777777777777,0.18405,0.2364,0.2364,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
3,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,02,24,2,0,25,0,1,0,0,0,0.0,0,0,64,49,15,93,12,6,7.4123,1.2353833333333333,0.9955,2.7827,2.7827,4.3664000000000005,0.7277333333333335,0.5819,1.7879,1.7879,16,3.0459,0.19036875,0.1866,0.2341,0.2341,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
3,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,03,3,2,0,4,0,0,0,0,0,0.0,0,0,15,9,6,131,23,73,36.2145,0.4960890410958904,0.4697,0.5702,1.2955,22.3015,0.3055,0.2879,0.3867,0.7467,77,13.913,0.1806883116883117,0.1799,0.2017,0.2163,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
4,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,00,31,2,0,28,4,1,5,3,1,5.0,1,0,81,65,16,140,25,22,14.9408,0.6791272727272727,0.50115,1.4635,2.8099,9.1748,0.4170363636363636,0.3212,0.7197,1.7314,31,5.766,0.186,0.1799,0.2254,0.2356,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
4,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,01,24,1,0,22,3,1,1,1,0,0.0,0,0,58,51,7,158,30,44,24.9376,0.5667636363636364,0.47845,0.6753,1.4547,15.9865,0.36332954545454543,0.30569999999999997,0.4741,0.7711,48,8.9511,0.18648125000000002,0.18055,0.2149,0.3036,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
4,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,02,16,1,0,6,11,0,0,0,0,0.0,0,0,46,34,12,171,29,74,46.9727,0.6347662162162162,0.58445,0.6797,2.9001,31.153200000000002,0.4209891891891892,0.39295,0.4721,1.843,81,15.8195,0.19530246913580246,0.1905,0.2271,0.2669,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
4,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,03,23,1,0,24,0,1,9,1,3,65.0,3,0,62,48,14,158,27,54,37.2324,0.6894888888888888,0.61525,1.1326,1.5326,24.4591,0.4529462962962963,0.41525,0.6527,0.9198,63,12.7733,0.20275079365079365,0.2021,0.2162,0.2749,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
5,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,00,28,4,0,27,2,0,0,0,0,0.0,0,0,72,57,15,89,20,5,4.9094,0.98188,0.671,2.7425,2.7425,3.2415,0.6483,0.4746,1.7101,1.7101,9,1.6679,0.18532222222222222,0.198,0.2379,0.2379,completed,target_load_horizon_pilot,known,commitment_horizon,5,h5,pi,PI,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,results/raw/targets_5/h5/bernoulli/targets_5_pi_h5_bernoulli_025,targets_5_pi_h5_bernoulli_025
