transfer_row_id,target_count,algorithm,comm_label,effort_selected_horizon,makespan_selected_horizon,metric,metric_display,paired_n,effort_selected_mean,makespan_selected_mean,mean_paired_difference_effort_minus_makespan,median_paired_difference_effort_minus_makespan,percent_change_effort_vs_makespan,makespan_penalty_pct,paired_bootstrap_difference_ci95_lower,paired_bootstrap_difference_ci95_upper,paired_bootstrap_percent_change_ci95_lower,paired_bootstrap_percent_change_ci95_upper,wilcoxon_raw_p_value,holm_p_value,rank_biserial_effort_minus_makespan,scope
12,5,ACBBA,bernoulli_025,5,1,total_team_steps,Total team steps,25,64.88,69.84,-4.96,0,-7.10194730813288,NaN,-10.56,0.440999999999985,-14.852664173239,0.659616808730953,0.157107183245322,0.471321549735965,-0.33695652173913,pilot/exploratory paired effort-selected minus makespan-selected contrast
6,5,ACBBA,ideal,5,1,active_robot_count,Active robots completing at least one target,25,2.44,3,-0.56,-1,-18.6666666666667,NaN,-0.88,-0.24,-29.1666666666667,-8.33333333333333,0.00482177734375,0.01446533203125,-0.783333333333333,pilot/exploratory paired effort-selected minus makespan-selected contrast
9,5,ACBBA,ideal,5,1,allocation_messages,Allocation messages,25,95.48,71.8,23.68,19,32.9805013927577,NaN,7.84,40.64,10.5344506298061,59.0433126132004,0.0143132232127623,0.0572528928510492,0.56,pilot/exploratory paired effort-selected minus makespan-selected contrast
11,5,ACBBA,ideal,5,1,allocator_time_ms,Allocator computation time (ms),25,51.802596,21.197772,30.604824,31.083,144.377550621829,NaN,22.865827,38.3750215,97.487791479616,202.058888318791,2.25681906280537e-05,6.77045718841611e-05,0.969230769230769,pilot/exploratory paired effort-selected minus makespan-selected contrast
3,5,ACBBA,ideal,5,1,final_completion_time,Final simulated mission-completion time (s),25,46.6270219452827,33.2873478791454,13.3396740661374,14.1401842759237,40.0743072550238,NaN,9.79136403076361,16.8256898997455,29.3643512597845,51.1991450804671,2.86392873931145e-05,0.000143196436965573,0.956923076923077,pilot/exploratory paired effort-selected minus makespan-selected contrast
8,5,ACBBA,ideal,5,1,max_individual_steps,Maximum individual movement workload (steps),25,27.08,20,7.08,6,35.4,NaN,5.08,9.08,25.3409356725146,46.1232604373757,4.73367264243447e-05,0.000236683632121724,0.967391304347826,pilot/exploratory paired effort-selected minus makespan-selected contrast
2,5,ACBBA,ideal,5,1,max_robot_steps,Makespan (maximum robot steps),25,27.08,20,7.08,6,35.4,35.4,5.04,9.08,25.1923076923077,46.0581541556645,4.73367264243447e-05,0.000236683632121724,0.967391304347826,pilot/exploratory paired effort-selected minus makespan-selected contrast
7,5,ACBBA,ideal,5,1,max_target_workload,Maximum target workload on one robot,25,3.32,2.44,0.88,1,36.0655737704918,NaN,0.48,1.28,19.3548387096774,55.1724137931035,0.000856858204342573,0.00342743281737029,0.911764705882353,pilot/exploratory paired effort-selected minus makespan-selected contrast
5,5,ACBBA,ideal,5,1,movement_workload_gini,Movement-workload Gini,25,0.42135085428973,0.143219549997225,0.278131304292505,0.265222984562607,194.199258619298,NaN,0.213223821697477,0.344657299060795,132.364236383557,284.231418455789,1.77348399029039e-05,6.14516110512422e-05,0.981538461538462,pilot/exploratory paired effort-selected minus makespan-selected contrast
4,5,ACBBA,ideal,5,1,target_workload_gini,Target-workload Gini,25,0.51,0.378,0.132,0.1,34.9206349206349,NaN,0.0679999999999999,0.196,17.258883248731,54.1436464088398,0.00359499947615255,0.0107849984284576,0.777777777777778,pilot/exploratory paired effort-selected minus makespan-selected contrast
10,5,ACBBA,ideal,5,1,total_messages,Total messages,25,190.68,197.16,-6.48,-11,-3.28667072428483,NaN,-32.24,18.84,-15.8583436805923,9.78680665669265,0.381816745365971,1,-0.2,pilot/exploratory paired effort-selected minus makespan-selected contrast
1,5,ACBBA,ideal,5,1,total_team_steps,Total team steps,25,43.76,58.84,-15.08,-11,-25.6288239292998,NaN,-20.84,-9.76,-33.5801057618857,-17.36728128856,8.48129108584761e-05,0.000254438732575428,-0.916666666666667,pilot/exploratory paired effort-selected minus makespan-selected contrast
39,5,DGA,bernoulli_025,1,1,active_robot_count,Active robots completing at least one target,25,3.16,3.16,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
42,5,DGA,bernoulli_025,1,1,allocation_messages,Allocation messages,25,28.36,28.36,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
44,5,DGA,bernoulli_025,1,1,allocator_time_ms,Allocator computation time (ms),25,10197.004892,10197.004892,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
36,5,DGA,bernoulli_025,1,1,final_completion_time,Final simulated mission-completion time (s),25,30.2983741129219,30.2983741129219,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
41,5,DGA,bernoulli_025,1,1,max_individual_steps,Maximum individual movement workload (steps),25,18.32,18.32,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
35,5,DGA,bernoulli_025,1,1,max_robot_steps,Makespan (maximum robot steps),25,18.32,18.32,0,0,0,0,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
40,5,DGA,bernoulli_025,1,1,max_target_workload,Maximum target workload on one robot,25,2.4,2.4,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
38,5,DGA,bernoulli_025,1,1,movement_workload_gini,Movement-workload Gini,25,0.255712695092185,0.255712695092185,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
37,5,DGA,bernoulli_025,1,1,target_workload_gini,Target-workload Gini,25,0.35,0.35,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
43,5,DGA,bernoulli_025,1,1,total_messages,Total messages,25,127.56,127.56,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
34,5,DGA,bernoulli_025,1,1,total_team_steps,Total team steps,25,46.28,46.28,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
28,5,DGA,ideal,1,1,active_robot_count,Active robots completing at least one target,25,3.2,3.2,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
31,5,DGA,ideal,1,1,allocation_messages,Allocation messages,25,25.28,25.28,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
33,5,DGA,ideal,1,1,allocator_time_ms,Allocator computation time (ms),25,10557.811424,10557.811424,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
25,5,DGA,ideal,1,1,final_completion_time,Final simulated mission-completion time (s),25,29.5565399116,29.5565399116,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
30,5,DGA,ideal,1,1,max_individual_steps,Maximum individual movement workload (steps),25,17.92,17.92,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
24,5,DGA,ideal,1,1,max_robot_steps,Makespan (maximum robot steps),25,17.92,17.92,0,0,0,0,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
29,5,DGA,ideal,1,1,max_target_workload,Maximum target workload on one robot,25,2.4,2.4,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
27,5,DGA,ideal,1,1,movement_workload_gini,Movement-workload Gini,25,0.286576463536174,0.286576463536174,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
26,5,DGA,ideal,1,1,target_workload_gini,Target-workload Gini,25,0.338,0.338,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
32,5,DGA,ideal,1,1,total_messages,Total messages,25,118.84,118.84,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
23,5,DGA,ideal,1,1,total_team_steps,Total team steps,25,43.56,43.56,0,0,0,NaN,0,0,0,0,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
61,5,DMCHBA,bernoulli_025,1,5,active_robot_count,Active robots completing at least one target,25,3.32,3.24,0.08,0,2.46913580246912,NaN,-0.08,0.24,-2.35294117647059,7.69230769230769,0.625,1,0.5,pilot/exploratory paired effort-selected minus makespan-selected contrast
64,5,DMCHBA,bernoulli_025,1,5,allocation_messages,Allocation messages,25,0,0,0,0,NaN,NaN,0,0,NaN,NaN,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
66,5,DMCHBA,bernoulli_025,1,5,allocator_time_ms,Allocator computation time (ms),25,21.476212,20.196472,1.27974,0.0822000000000003,6.33645321816603,NaN,-2.1258566,4.869498,-9.74525997496287,26.4351779800024,0.637732890050189,1,0.107692307692308,pilot/exploratory paired effort-selected minus makespan-selected contrast
58,5,DMCHBA,bernoulli_025,1,5,final_completion_time,Final simulated mission-completion time (s),25,32.0638349117977,32.1872660628709,-0.123431151073178,0,-0.383478207910193,NaN,-1.04371866377123,0.761275946682335,-3.21376178430095,2.40628011407461,0.497314453125,0.99462890625,-0.230769230769231,pilot/exploratory paired effort-selected minus makespan-selected contrast
63,5,DMCHBA,bernoulli_025,1,5,max_individual_steps,Maximum individual movement workload (steps),25,19.24,19.32,-0.08,0,-0.414078674948248,NaN,-0.64,0.44,-3.34645669291338,2.3904598995323,0.875,1,-0.133333333333333,pilot/exploratory paired effort-selected minus makespan-selected contrast
57,5,DMCHBA,bernoulli_025,1,5,max_robot_steps,Makespan (maximum robot steps),25,19.24,19.32,-0.08,0,-0.414078674948248,-0.414078674948248,-0.68,0.44,-3.41151385927506,2.34042553191489,0.875,1,-0.133333333333333,pilot/exploratory paired effort-selected minus makespan-selected contrast
62,5,DMCHBA,bernoulli_025,1,5,max_target_workload,Maximum target workload on one robot,25,2.2,2.16,0.04,0,1.85185185185186,NaN,-0.08,0.16,-3.70370370370371,8.00000000000001,1,1,0.333333333333333,pilot/exploratory paired effort-selected minus makespan-selected contrast
60,5,DMCHBA,bernoulli_025,1,5,movement_workload_gini,Movement-workload Gini,25,0.120500629580951,0.120285396630187,0.000215232950763697,0,0.1789352297066,NaN,-0.0196962735444622,0.0205136013345146,-15.5433062249212,19.0334685678287,0.541748046875,1,-0.208791208791209,pilot/exploratory paired effort-selected minus makespan-selected contrast
59,5,DMCHBA,bernoulli_025,1,5,target_workload_gini,Target-workload Gini,25,0.302,0.31,-0.00800000000000002,0,-2.58064516129031,NaN,-0.036,0.02,-10.7784431137724,6.45161290322582,0.5,1,-0.380952380952381,pilot/exploratory paired effort-selected minus makespan-selected contrast
65,5,DMCHBA,bernoulli_025,1,5,total_messages,Total messages,25,129.92,131,-1.08,0,-0.824427480916035,NaN,-7.08,4.6,-5.28826661104004,3.58427130168884,0.85302734375,1,-0.0659340659340659,pilot/exploratory paired effort-selected minus makespan-selected contrast
56,5,DMCHBA,bernoulli_025,1,5,total_team_steps,Total team steps,25,61.56,62,-0.44,0,-0.709677419354837,NaN,-3.48,2.36,-5.54525379076865,3.94741481701433,0.934326171875,1,-0.032967032967033,pilot/exploratory paired effort-selected minus makespan-selected contrast
50,5,DMCHBA,ideal,1,5,active_robot_count,Active robots completing at least one target,25,3.32,3.36,-0.04,0,-1.19047619047619,NaN,-0.2,0.12,-6.09756097560975,3.79746835443038,1,1,-0.2,pilot/exploratory paired effort-selected minus makespan-selected contrast
53,5,DMCHBA,ideal,1,5,allocation_messages,Allocation messages,25,0,0,0,0,NaN,NaN,0,0,NaN,NaN,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
55,5,DMCHBA,ideal,1,5,allocator_time_ms,Allocator computation time (ms),25,23.931824,21.531372,2.400452,1.1028,11.1486253639574,NaN,-0.4139795,5.3125079,-1.74266675280905,27.3076433689252,0.115474887760127,0.230949775520254,0.36,pilot/exploratory paired effort-selected minus makespan-selected contrast
47,5,DMCHBA,ideal,1,5,final_completion_time,Final simulated mission-completion time (s),25,31.3305347713968,30.8372402615278,0.493294509869042,0,1.59967138980486,NaN,-0.598861035553819,1.61920711744599,-1.95215411895909,5.2682873480981,0.5703125,1,0.244444444444444,pilot/exploratory paired effort-selected minus makespan-selected contrast
52,5,DMCHBA,ideal,1,5,max_individual_steps,Maximum individual movement workload (steps),25,18.96,18.68,0.28,0,1.49892933618845,NaN,-0.32,0.92,-1.71673819742489,4.84994543027256,0.53125,1,0.380952380952381,pilot/exploratory paired effort-selected minus makespan-selected contrast
46,5,DMCHBA,ideal,1,5,max_robot_steps,Makespan (maximum robot steps),25,18.96,18.68,0.28,0,1.49892933618845,1.49892933618845,-0.32,0.92,-1.77383592017738,4.88334608948331,0.53125,1,0.380952380952381,pilot/exploratory paired effort-selected minus makespan-selected contrast
51,5,DMCHBA,ideal,1,5,max_target_workload,Maximum target workload on one robot,25,2.2,2.16,0.04,0,1.85185185185186,NaN,-0.08,0.16,-3.77358490566038,7.84313725490198,1,1,0.333333333333333,pilot/exploratory paired effort-selected minus makespan-selected contrast
49,5,DMCHBA,ideal,1,5,movement_workload_gini,Movement-workload Gini,25,0.144037496576337,0.133322906965923,0.0107145896104143,0,8.03657064959804,NaN,-0.00628159742883331,0.0316465557469825,-4.58659235395648,25.4271980624139,0.42578125,0.8515625,0.333333333333333,pilot/exploratory paired effort-selected minus makespan-selected contrast
48,5,DMCHBA,ideal,1,5,target_workload_gini,Target-workload Gini,25,0.298,0.286,0.012,0,4.19580419580419,NaN,-0.024,0.048,-7.74193548387098,18.1818181818182,0.625,1,0.285714285714286,pilot/exploratory paired effort-selected minus makespan-selected contrast
54,5,DMCHBA,ideal,1,5,total_messages,Total messages,25,121.36,121.6,-0.24,0,-0.197368421052624,NaN,-3.56,3.04,-2.92892138971698,2.47797773609849,0.984375,1,0.0222222222222222,pilot/exploratory paired effort-selected minus makespan-selected contrast
45,5,DMCHBA,ideal,1,5,total_team_steps,Total team steps,25,57.28,57.4,-0.12,0,-0.209059233449471,NaN,-1.88,1.56,-3.26241291435372,2.68756637568518,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
83,5,HIPC,bernoulli_025,5,1,active_robot_count,Active robots completing at least one target,25,1.96,3.08,-1.12,-1,-36.3636363636364,NaN,-1.44,-0.8,-45.1219512195122,-27.1600529100529,8.33707660426399e-05,0.0004168538302132,-1,pilot/exploratory paired effort-selected minus makespan-selected contrast
86,5,HIPC,bernoulli_025,5,1,allocation_messages,Allocation messages,25,21.52,12.72,8.8,7,69.1823899371069,NaN,6,12.16,45.179992698065,98.9908008658008,3.19569658490901e-05,9.58708975472704e-05,0.97,pilot/exploratory paired effort-selected minus makespan-selected contrast
88,5,HIPC,bernoulli_025,5,1,allocator_time_ms,Allocator computation time (ms),25,73.06194,20.799752,52.262188,43.3041,251.263515064987,NaN,39.6443218,65.8370503,168.89615611983,369.728855727793,1.389801409379e-05,6.14516110512422e-05,0.993846153846154,pilot/exploratory paired effort-selected minus makespan-selected contrast
80,5,HIPC,bernoulli_025,5,1,final_completion_time,Final simulated mission-completion time (s),25,46.6995497758105,34.0906937609371,12.6088560148734,11.2998642639241,36.9862112613306,NaN,8.4339773321532,16.8645775458048,24.5876922427673,49.8879276195579,5.13293228060011e-05,0.000256646614030006,0.926153846153846,pilot/exploratory paired effort-selected minus makespan-selected contrast
85,5,HIPC,bernoulli_025,5,1,max_individual_steps,Maximum individual movement workload (steps),25,27.4,20.56,6.84,6,33.2684824902724,NaN,4.48,9.32,21.8503937007874,45.3186617409172,0.000111573295848195,0.000557866479240975,0.961038961038961,pilot/exploratory paired effort-selected minus makespan-selected contrast
79,5,HIPC,bernoulli_025,5,1,max_robot_steps,Makespan (maximum robot steps),25,27.4,20.56,6.84,6,33.2684824902724,33.2684824902724,4.52,9.28,21.9366670584951,45.2474976281707,0.000111573295848195,0.000557866479240975,0.961038961038961,pilot/exploratory paired effort-selected minus makespan-selected contrast
84,5,HIPC,bernoulli_025,5,1,max_target_workload,Maximum target workload on one robot,25,3.84,2.52,1.32,1,52.3809523809524,NaN,0.96,1.68,36.7647058823529,71.1924939467312,3.53064006470272e-05,0.000176532003235136,1,pilot/exploratory paired effort-selected minus makespan-selected contrast
82,5,HIPC,bernoulli_025,5,1,movement_workload_gini,Movement-workload Gini,25,0.535260388462849,0.159573567107554,0.375686821355295,0.412835249042146,235.43173732657,NaN,0.313786846715625,0.435456837341018,162.48716231342,345.61119346511,1.389801409379e-05,6.14516110512422e-05,0.993846153846154,pilot/exploratory paired effort-selected minus makespan-selected contrast
81,5,HIPC,bernoulli_025,5,1,target_workload_gini,Target-workload Gini,25,0.614,0.37,0.244,0.2,65.945945945946,NaN,0.184,0.308,43.9024390243903,95.7055214723927,5.4680201871727e-05,0.000273401009358635,1,pilot/exploratory paired effort-selected minus makespan-selected contrast
87,5,HIPC,bernoulli_025,5,1,total_messages,Total messages,25,102.88,140.96,-38.08,-38,-27.0147559591374,NaN,-50.481,-26.04,-34.0045704604902,-19.5215982394464,8.01120306582111e-05,0.000400560153291056,-0.92,pilot/exploratory paired effort-selected minus makespan-selected contrast
78,5,HIPC,bernoulli_025,5,1,total_team_steps,Total team steps,25,37.72,60.44,-22.72,-22,-37.5909993381866,NaN,-28.08,-17.32,-43.6123548988713,-30.6755455526854,2.10902575153037e-05,0.000105451287576518,-0.972307692307692,pilot/exploratory paired effort-selected minus makespan-selected contrast
72,5,HIPC,ideal,5,1,active_robot_count,Active robots completing at least one target,25,1.76,3.12,-1.36,-1,-43.5897435897436,NaN,-1.72,-1,-53.1645569620253,-33.3333333333333,6.5258016120741e-05,0.000326290080603705,-1,pilot/exploratory paired effort-selected minus makespan-selected contrast
75,5,HIPC,ideal,5,1,allocation_messages,Allocation messages,25,18.08,15,3.08,5,20.5333333333333,NaN,-0.16,5.96,-0.945682498067293,47.1129944049716,0.0420488543363713,0.126146563009114,0.464615384615385,pilot/exploratory paired effort-selected minus makespan-selected contrast
77,5,HIPC,ideal,5,1,allocator_time_ms,Allocator computation time (ms),25,84.886728,25.162456,59.724272,49.088,237.354700193018,NaN,45.7903183,74.5904919,165.258845991563,333.829760017401,1.22903222102484e-05,6.14516110512422e-05,1,pilot/exploratory paired effort-selected minus makespan-selected contrast
69,5,HIPC,ideal,5,1,final_completion_time,Final simulated mission-completion time (s),25,48.3033388765933,33.1109886093548,15.1923502672385,11.2417959475033,45.8831068032388,NaN,10.414089602178,20.2794814700354,31.0155593765737,62.535091335482,3.22287733545754e-05,0.000143196436965573,0.950769230769231,pilot/exploratory paired effort-selected minus makespan-selected contrast
74,5,HIPC,ideal,5,1,max_individual_steps,Maximum individual movement workload (steps),25,28.52,19.92,8.6,6,43.1726907630522,NaN,5.96,11.52,29.4692823761472,58.9179188252023,6.34487033751588e-05,0.000253794813500635,0.972332015810277,pilot/exploratory paired effort-selected minus makespan-selected contrast
68,5,HIPC,ideal,5,1,max_robot_steps,Makespan (maximum robot steps),25,28.52,19.92,8.6,6,43.1726907630522,43.1726907630522,5.88,11.48,29.1826739956833,58.5839020250757,6.34487033751588e-05,0.000253794813500635,0.972332015810277,pilot/exploratory paired effort-selected minus makespan-selected contrast
73,5,HIPC,ideal,5,1,max_target_workload,Maximum target workload on one robot,25,4.08,2.44,1.64,1,67.2131147540984,NaN,1.24,2.04,49.2063492063492,87.7192982456141,2.99690234341876e-05,0.000149845117170938,1,pilot/exploratory paired effort-selected minus makespan-selected contrast
71,5,HIPC,ideal,5,1,movement_workload_gini,Movement-workload Gini,25,0.584477844214635,0.179249588029739,0.405228256184896,0.427397260273973,226.069281742319,NaN,0.345122129820078,0.462703007594321,163.983637010943,312.468538675271,1.22903222102484e-05,6.14516110512422e-05,1,pilot/exploratory paired effort-selected minus makespan-selected contrast
70,5,HIPC,ideal,5,1,target_workload_gini,Target-workload Gini,25,0.638,0.358,0.28,0.2,78.2122905027933,NaN,0.212,0.348,54.1861034754919,109.433962264151,2.49133488101692e-05,0.000124566744050846,1,pilot/exploratory paired effort-selected minus makespan-selected contrast
76,5,HIPC,ideal,5,1,total_messages,Total messages,25,90.84,132.64,-41.8,-31,-31.5138721351025,NaN,-54.2,-30.48,-37.6218131745203,-24.9400682554658,1.22680566332326e-05,6.13402831661628e-05,-1,pilot/exploratory paired effort-selected minus makespan-selected contrast
67,5,HIPC,ideal,5,1,total_team_steps,Total team steps,25,33.72,55.08,-21.36,-17,-38.7799564270153,NaN,-26.76,-16.56,-44.607395267848,-32.7404871343083,1.2190382556706e-05,6.09519127835299e-05,-1,pilot/exploratory paired effort-selected minus makespan-selected contrast
105,5,PI,bernoulli_025,3,1,active_robot_count,Active robots completing at least one target,25,2.88,3.2,-0.32,0,-10,NaN,-0.68,0,-20,0,0.102294921875,0.4091796875,-0.516483516483517,pilot/exploratory paired effort-selected minus makespan-selected contrast
108,5,PI,bernoulli_025,3,1,allocation_messages,Allocation messages,25,34.92,14.84,20.08,19,135.309973045822,NaN,16.72,23.64,107.864617757215,166.025815217391,1.22236228425857e-05,6.11181142129283e-05,1,pilot/exploratory paired effort-selected minus makespan-selected contrast
110,5,PI,bernoulli_025,3,1,allocator_time_ms,Allocator computation time (ms),25,75.844896,22.228352,53.616544,45.3716,241.20791320922,NaN,40.3844172,67.7195325,163.980351190154,345.82127624633,1.22903222102484e-05,6.14516110512422e-05,1,pilot/exploratory paired effort-selected minus makespan-selected contrast
102,5,PI,bernoulli_025,3,1,final_completion_time,Final simulated mission-completion time (s),25,46.3068945828369,35.7514240313934,10.5554705514435,7.34222962435966,29.5246156969152,NaN,5.3389037459503,16.1090579436239,14.7031189272979,45.39565682933,0.000980382670179016,0.00392153068071606,0.753846153846154,pilot/exploratory paired effort-selected minus makespan-selected contrast
107,5,PI,bernoulli_025,3,1,max_individual_steps,Maximum individual movement workload (steps),25,26.92,21.4,5.52,4,25.7943925233645,NaN,2.72,8.36099999999998,12.5230119020164,39.7790559341856,0.00161998339033946,0.00647993356135783,0.766798418972332,pilot/exploratory paired effort-selected minus makespan-selected contrast
101,5,PI,bernoulli_025,3,1,max_robot_steps,Makespan (maximum robot steps),25,26.92,21.4,5.52,4,25.7943925233645,25.7943925233645,2.64,8.40099999999999,12.186148474388,39.921795821494,0.00161998339033946,0.00647993356135783,0.766798418972332,pilot/exploratory paired effort-selected minus makespan-selected contrast
106,5,PI,bernoulli_025,3,1,max_target_workload,Maximum target workload on one robot,25,2.72,2.36,0.36,0,15.2542372881356,NaN,0.08,0.64,3.125,29.0909090909091,0.0478515625,0.19140625,0.6,pilot/exploratory paired effort-selected minus makespan-selected contrast
104,5,PI,bernoulli_025,3,1,movement_workload_gini,Movement-workload Gini,25,0.265486459886588,0.0869240918134838,0.178562368073104,0.171045503791983,205.423334713985,NaN,0.147900028847728,0.210594142428089,149.742515319338,289.552757961575,1.22903222102484e-05,6.14516110512422e-05,1,pilot/exploratory paired effort-selected minus makespan-selected contrast
103,5,PI,bernoulli_025,3,1,target_workload_gini,Target-workload Gini,25,0.418,0.334,0.084,0.0999999999999999,25.1497005988024,NaN,0.00799999999999998,0.16,2.13847155023624,55.4838709677419,0.0710067189044059,0.284026875617624,0.496732026143791,pilot/exploratory paired effort-selected minus makespan-selected contrast
109,5,PI,bernoulli_025,3,1,total_messages,Total messages,25,172.2,172.52,-0.32,-3,-0.185485740783686,NaN,-15.762,14.521,-8.93384309508563,8.55738683961289,1,1,0,pilot/exploratory paired effort-selected minus makespan-selected contrast
100,5,PI,bernoulli_025,3,1,total_team_steps,Total team steps,25,64.64,75.56,-10.92,-10,-14.4520910534674,NaN,-17.76,-4.52,-22.703012125903,-6.17204496977525,0.00579417759466924,0.023176710378677,-0.630769230769231,pilot/exploratory paired effort-selected minus makespan-selected contrast
94,5,PI,ideal,3,1,active_robot_count,Active robots completing at least one target,25,2.64,3.2,-0.56,0,-17.5,NaN,-0.88,-0.28,-25.8823529411765,-8.97435897435899,0.002685546875,0.0107421875,-0.879120879120879,pilot/exploratory paired effort-selected minus makespan-selected contrast
