target_count,algorithm,comm_label,horizon,metric,metric_display,available,n,mean,median,standard_deviation,standard_error,minimum,maximum,required_metric
5,DGA,bernoulli_025,3,final_completion_time,Final simulated mission-completion time (s),1,25,35.2411796035266,30.6614193792091,23.5127175518934,4.70254351037869,17.8136695107674,144.305550365998,0
5,DGA,bernoulli_025,3,max_individual_steps,Maximum individual movement workload (steps),1,25,18.64,19,3.45060381189534,0.690120762379068,11,30,0
5,DGA,bernoulli_025,3,max_robot_steps,Makespan (maximum robot steps),1,25,18.64,19,3.45060381189534,0.690120762379068,11,30,1
5,DGA,bernoulli_025,3,max_target_workload,Maximum target workload on one robot,1,25,2.36,2,0.489897948556636,0.0979795897113271,2,3,0
5,DGA,bernoulli_025,3,movement_workload_gini,Movement-workload Gini,1,25,0.25269312832689,0.238636363636364,0.100412335508806,0.0200824671017612,0.0445205479452055,0.44047619047619,0
5,DGA,bernoulli_025,3,target_workload_gini,Target-workload Gini,1,25,0.338,0.35,0.133291660154215,0.0266583320308429,0.15,0.55,0
5,DGA,bernoulli_025,3,total_messages,Total messages,1,25,150.72,148,32.9070914343195,6.58141828686391,95,225,0
5,DGA,bernoulli_025,3,total_team_steps,Total team steps,1,25,48.08,44,13.0668792499714,2.61337584999428,30,75,1
5,DGA,bernoulli_025,5,active_robot_count,Active robots completing at least one target,1,25,3.16,3,0.553774924194538,0.110754984838908,2,4,0
5,DGA,bernoulli_025,5,allocation_messages,Allocation messages,1,25,46.92,48,7.60438470007052,1.5208769400141,33,58,0
5,DGA,bernoulli_025,5,allocator_time_ms,Allocator computation time (ms),1,25,9768.28742,10061.6623,3442.84368248127,688.568736496255,3300.9862,16889.9032,0
5,DGA,bernoulli_025,5,final_completion_time,Final simulated mission-completion time (s),1,25,30.1406173917899,31.0157193490768,4.40370290933451,0.880740581866901,17.9743735789696,38.5467792638826,0
5,DGA,bernoulli_025,5,max_individual_steps,Maximum individual movement workload (steps),1,25,18.28,19,2.57423127684104,0.514846255368209,11,23,0
5,DGA,bernoulli_025,5,max_robot_steps,Makespan (maximum robot steps),1,25,18.28,19,2.57423127684104,0.514846255368209,11,23,1
5,DGA,bernoulli_025,5,max_target_workload,Maximum target workload on one robot,1,25,2.36,2,0.489897948556636,0.0979795897113271,2,3,0
5,DGA,bernoulli_025,5,movement_workload_gini,Movement-workload Gini,1,25,0.248212202142267,0.26063829787234,0.0979405328814541,0.0195881065762908,0.036764705882353,0.44047619047619,0
5,DGA,bernoulli_025,5,target_workload_gini,Target-workload Gini,1,25,0.346,0.35,0.127410099024109,0.0254820198048219,0.15,0.55,0
5,DGA,bernoulli_025,5,total_messages,Total messages,1,25,147.88,148,26.4706126361543,5.29412252723087,110,198,0
5,DGA,bernoulli_025,5,total_team_steps,Total team steps,1,25,47.16,45,11.6106273158114,2.32212546316229,30,69,1
5,DGA,bernoulli_025,8,active_robot_count,Active robots completing at least one target,1,25,3.16,3,0.553774924194538,0.110754984838908,2,4,0
5,DGA,bernoulli_025,8,allocation_messages,Allocation messages,1,25,46.92,48,7.60438470007052,1.5208769400141,33,58,0
5,DGA,bernoulli_025,8,allocator_time_ms,Allocator computation time (ms),1,25,9687.031128,10039.3581,3467.65376377603,693.530752755205,3282.1829,16981.2826,0
5,DGA,bernoulli_025,8,final_completion_time,Final simulated mission-completion time (s),1,25,30.1406173917899,31.0157193490768,4.40370290933451,0.880740581866901,17.9743735789696,38.5467792638826,0
5,DGA,bernoulli_025,8,max_individual_steps,Maximum individual movement workload (steps),1,25,18.28,19,2.57423127684104,0.514846255368209,11,23,0
5,DGA,bernoulli_025,8,max_robot_steps,Makespan (maximum robot steps),1,25,18.28,19,2.57423127684104,0.514846255368209,11,23,1
5,DGA,bernoulli_025,8,max_target_workload,Maximum target workload on one robot,1,25,2.36,2,0.489897948556636,0.0979795897113271,2,3,0
5,DGA,bernoulli_025,8,movement_workload_gini,Movement-workload Gini,1,25,0.248212202142267,0.26063829787234,0.0979405328814541,0.0195881065762908,0.036764705882353,0.44047619047619,0
5,DGA,bernoulli_025,8,target_workload_gini,Target-workload Gini,1,25,0.346,0.35,0.127410099024109,0.0254820198048219,0.15,0.55,0
5,DGA,bernoulli_025,8,total_messages,Total messages,1,25,147.88,148,26.4706126361543,5.29412252723087,110,198,0
5,DGA,bernoulli_025,8,total_team_steps,Total team steps,1,25,47.16,45,11.6106273158114,2.32212546316229,30,69,1
5,DGA,bernoulli_025,12,active_robot_count,Active robots completing at least one target,1,25,3.16,3,0.553774924194538,0.110754984838908,2,4,0
5,DGA,bernoulli_025,12,allocation_messages,Allocation messages,1,25,46.92,48,7.60438470007052,1.5208769400141,33,58,0
5,DGA,bernoulli_025,12,allocator_time_ms,Allocator computation time (ms),1,25,9868.620752,10193.9677,3452.03210875743,690.406421751487,3211.6609,17136.5942,0
5,DGA,bernoulli_025,12,final_completion_time,Final simulated mission-completion time (s),1,25,30.1406173917899,31.0157193490768,4.40370290933451,0.880740581866901,17.9743735789696,38.5467792638826,0
5,DGA,bernoulli_025,12,max_individual_steps,Maximum individual movement workload (steps),1,25,18.28,19,2.57423127684104,0.514846255368209,11,23,0
