target_count,algorithm,selection_metric,candidate_set,candidate_horizons,horizon,eligible,mean_response,standard_error,selected_horizon,selected,paired_trial_n,normalization,analysis_scope
10,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,2,1,26.62,0.727025905086378,2,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,3,1,29.88,0.99886602371556,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,5,1,34.82,1.24895956699967,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,8,1,35.18,1.1908960212098,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,12,1,43.32,1.78719519545758,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,all_horizons,1;2;3;5;8;12,1,1,89.46,2.2625428172744,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,all_horizons,1;2;3;5;8;12,2,1,85.54,1.97355854570705,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,all_horizons,1;2;3;5;8;12,3,1,88.42,3.1319163462647,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,all_horizons,1;2;3;5;8;12,5,1,83.64,2.19725586433017,5,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,all_horizons,1;2;3;5;8;12,8,1,84.14,2.05173097651715,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,all_horizons,1;2;3;5;8;12,12,1,84.66,2.38427487229696,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,1,0,89.46,2.2625428172744,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,2,1,85.54,1.97355854570705,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,3,1,88.42,3.1319163462647,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,5,1,83.64,2.19725586433017,5,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,8,1,84.14,2.05173097651715,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
10,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,12,1,84.66,2.38427487229696,5,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,all_horizons,1;2;3;5;8;12,1,1,32.44,0.962340895940726,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,all_horizons,1;2;3;5;8;12,2,1,31.78,0.787972080723676,2,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,all_horizons,1;2;3;5;8;12,3,1,33.9,1.23928742966809,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,all_horizons,1;2;3;5;8;12,5,1,38.3,1.20485130479519,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,all_horizons,1;2;3;5;8;12,8,1,42.22,1.3760087209026,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,all_horizons,1;2;3;5;8;12,12,1,45.24,1.15112987972687,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,exclude_horizon_1,2;3;5;8;12,1,0,32.44,0.962340895940726,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,exclude_horizon_1,2;3;5;8;12,2,1,31.78,0.787972080723676,2,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,exclude_horizon_1,2;3;5;8;12,3,1,33.9,1.23928742966809,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,exclude_horizon_1,2;3;5;8;12,5,1,38.3,1.20485130479519,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,exclude_horizon_1,2;3;5;8;12,8,1,42.22,1.3760087209026,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,max_robot_steps,exclude_horizon_1,2;3;5;8;12,12,1,45.24,1.15112987972687,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,all_horizons,1;2;3;5;8;12,1,1,121.34,3.13697306332075,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,all_horizons,1;2;3;5;8;12,2,1,113.76,2.51248880594521,2,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,all_horizons,1;2;3;5;8;12,3,1,119.06,3.37383560160638,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,all_horizons,1;2;3;5;8;12,5,1,127.38,2.71220697341974,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,all_horizons,1;2;3;5;8;12,8,1,133,3.96284830225264,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,all_horizons,1;2;3;5;8;12,12,1,134.96,2.46507606373515,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,exclude_horizon_1,2;3;5;8;12,1,0,121.34,3.13697306332075,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,exclude_horizon_1,2;3;5;8;12,2,1,113.76,2.51248880594521,2,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,exclude_horizon_1,2;3;5;8;12,3,1,119.06,3.37383560160638,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,exclude_horizon_1,2;3;5;8;12,5,1,127.38,2.71220697341974,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,exclude_horizon_1,2;3;5;8;12,8,1,133,3.96284830225264,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,ACBBA,total_team_steps,exclude_horizon_1,2;3;5;8;12,12,1,134.96,2.46507606373515,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,all_horizons,1;2;3;5;8;12,1,1,30.7,0.910585891976516,1,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,all_horizons,1;2;3;5;8;12,2,1,33.04,1.08892913757814,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,all_horizons,1;2;3;5;8;12,3,1,31.96,0.768613470261006,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,all_horizons,1;2;3;5;8;12,5,1,36.6,0.913783344124853,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,all_horizons,1;2;3;5;8;12,8,1,40.74,1.30993638522385,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,all_horizons,1;2;3;5;8;12,12,1,45.9,1.34814687627128,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,exclude_horizon_1,2;3;5;8;12,1,0,30.7,0.910585891976516,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,exclude_horizon_1,2;3;5;8;12,2,1,33.04,1.08892913757814,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,exclude_horizon_1,2;3;5;8;12,3,1,31.96,0.768613470261006,3,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,exclude_horizon_1,2;3;5;8;12,5,1,36.6,0.913783344124853,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,exclude_horizon_1,2;3;5;8;12,8,1,40.74,1.30993638522385,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,max_robot_steps,exclude_horizon_1,2;3;5;8;12,12,1,45.9,1.34814687627128,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,all_horizons,1;2;3;5;8;12,1,1,114.14,3.12643567021617,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,all_horizons,1;2;3;5;8;12,2,1,115.84,3.38017751013168,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,all_horizons,1;2;3;5;8;12,3,1,107.14,2.80676563562641,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,all_horizons,1;2;3;5;8;12,5,1,103.46,2.34519366648755,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,all_horizons,1;2;3;5;8;12,8,1,96.54,2.86457093936713,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,all_horizons,1;2;3;5;8;12,12,1,94.32,1.63958328038966,12,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,exclude_horizon_1,2;3;5;8;12,1,0,114.14,3.12643567021617,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,exclude_horizon_1,2;3;5;8;12,2,1,115.84,3.38017751013168,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,exclude_horizon_1,2;3;5;8;12,3,1,107.14,2.80676563562641,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,exclude_horizon_1,2;3;5;8;12,5,1,103.46,2.34519366648755,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,exclude_horizon_1,2;3;5;8;12,8,1,96.54,2.86457093936713,12,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,HIPC,total_team_steps,exclude_horizon_1,2;3;5;8;12,12,1,94.32,1.63958328038966,12,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,all_horizons,1;2;3;5;8;12,1,1,33.72,1.08592510484533,1,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,all_horizons,1;2;3;5;8;12,2,1,34.58,0.755358634468864,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,all_horizons,1;2;3;5;8;12,3,1,36.12,1.17199260520989,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,all_horizons,1;2;3;5;8;12,5,1,41.8,1.1,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,all_horizons,1;2;3;5;8;12,8,1,48.28,1.78374138633753,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,all_horizons,1;2;3;5;8;12,12,1,50.58,1.56303124302321,1,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,1,0,33.72,1.08592510484533,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,2,1,34.58,0.755358634468864,2,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,3,1,36.12,1.17199260520989,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,5,1,41.8,1.1,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,8,1,48.28,1.78374138633753,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,max_robot_steps,exclude_horizon_1,2;3;5;8;12,12,1,50.58,1.56303124302321,2,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,all_horizons,1;2;3;5;8;12,1,1,127.9,3.54400902933387,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,all_horizons,1;2;3;5;8;12,2,1,124.38,2.87043550702676,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,all_horizons,1;2;3;5;8;12,3,1,123.18,3.25216338252965,3,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,all_horizons,1;2;3;5;8;12,5,1,129.9,3.13129366237023,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,all_horizons,1;2;3;5;8;12,8,1,133.64,3.29956057680413,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,all_horizons,1;2;3;5;8;12,12,1,133.16,3.00828300973606,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,1,0,127.9,3.54400902933387,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,2,1,124.38,2.87043550702676,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,3,1,123.18,3.25216338252965,3,1,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,5,1,129.9,3.13129366237023,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,8,1,133.64,3.29956057680413,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
20,PI,total_team_steps,exclude_horizon_1,2;3;5;8;12,12,1,133.16,3.00828300973606,3,0,25,equal-weight ideal/Bernoulli mean within each paired trial,pilot/exploratory; selected on the same 25 paired scenarios summarized here
